id,text,intent
4679,Sort by city in descending order,sort_descending
4680,Sum up the values in city,aggregate_sum
4681,What is the average gender?,aggregate_average
4682,How many records are there?,count_rows
4683,Which columns are in the dataset?,show_columns
4684,Show all rows where status is greater than 574,filter_condition
4685,Sort the data by name in ascending order,sort_ascending
4686,Arrange status in reverse order,sort_descending
4687,What is the total of age?,aggregate_sum
4688,Calculate average of salary,aggregate_average
4689,Number of rows in the data,count_rows
4690,List all headers,show_columns
4691,List records with name less than 425,filter_condition
4692,Order the results by price from smallest to largest,sort_ascending
4693,Arrange score in reverse order,sort_descending
4694,Get the total sum for salary,aggregate_sum
4695,Show mean of gender,aggregate_average
4696,How many records are there?,count_rows
4697,List all headers,show_columns
4698,Display entries where quantity equals 661,filter_condition
4699,Arrange the table based on age lowest first,sort_ascending
4700,Arrange city in reverse order,sort_descending
4701,What is the total of city?,aggregate_sum
4702,Show mean of quantity,aggregate_average
4703,Count total entries,count_rows
4704,Which columns are in the dataset?,show_columns
4705,List records with city less than 100,filter_condition
4706,Sort the data by price in ascending order,sort_ascending
4707,Sort by age in descending order,sort_descending
4708,What is the total of gender?,aggregate_sum
4709,Calculate average of price,aggregate_average
4710,Count total entries,count_rows
4711,Which columns are in the dataset?,show_columns
4712,List records with country less than 895,filter_condition
4713,Sort the data by price in ascending order,sort_ascending
4714,Arrange price in reverse order,sort_descending
4715,What is the total of country?,aggregate_sum
4716,Calculate average of score,aggregate_average
4717,Count total entries,count_rows
4718,Which columns are in the dataset?,show_columns
4719,Display entries where status equals 922,filter_condition
4720,Arrange the table based on name lowest first,sort_ascending
4721,List by name from high to low,sort_descending
4722,Sum up the values in city,aggregate_sum
4723,What is the average name?,aggregate_average
4724,Count total entries,count_rows
4725,What fields are present?,show_columns
4726,Show all rows where salary is greater than 621,filter_condition
4727,Arrange the table based on price lowest first,sort_ascending
4728,List by name from high to low,sort_descending
4729,Sum up the values in gender,aggregate_sum
4730,Show mean of price,aggregate_average
4731,Number of rows in the data,count_rows
4732,What fields are present?,show_columns
4733,Show all rows where country is greater than 680,filter_condition
4734,Sort the data by score in ascending order,sort_ascending
4735,List by city from high to low,sort_descending
4736,Sum up the values in salary,aggregate_sum
4737,Calculate average of age,aggregate_average
4738,Count total entries,count_rows
4739,List all headers,show_columns
4740,Show all rows where score is greater than 301,filter_condition
4741,Arrange the table based on status lowest first,sort_ascending
4742,Sort by age in descending order,sort_descending
4743,Get the total sum for salary,aggregate_sum
4744,What is the average age?,aggregate_average
4745,How many records are there?,count_rows
4746,What fields are present?,show_columns
4747,List records with country less than 554,filter_condition
4748,Arrange the table based on name lowest first,sort_ascending
4749,Sort by name in descending order,sort_descending
4750,Sum up the values in name,aggregate_sum
4751,Show mean of quantity,aggregate_average
4752,Count total entries,count_rows
4753,What fields are present?,show_columns
4754,List records with gender less than 192,filter_condition
4755,Order the results by salary from smallest to largest,sort_ascending
4756,Sort by price in descending order,sort_descending
4757,What is the total of price?,aggregate_sum
4758,Show mean of status,aggregate_average
4759,Number of rows in the data,count_rows
4760,List all headers,show_columns
4761,Display entries where quantity equals 723,filter_condition
4762,Arrange the table based on salary lowest first,sort_ascending
4763,Sort by score in descending order,sort_descending
4764,Get the total sum for score,aggregate_sum
4765,Show mean of salary,aggregate_average
4766,Count total entries,count_rows
4767,What fields are present?,show_columns
4768,Show all rows where age is greater than 234,filter_condition
4769,Arrange the table based on quantity lowest first,sort_ascending
4770,List by quantity from high to low,sort_descending
4771,What is the total of age?,aggregate_sum
4772,Show mean of name,aggregate_average
4773,Number of rows in the data,count_rows
4774,List all headers,show_columns
4775,Show all rows where country is greater than 554,filter_condition
4776,Sort the data by quantity in ascending order,sort_ascending
4777,Sort by name in descending order,sort_descending
4778,What is the total of score?,aggregate_sum
4779,What is the average city?,aggregate_average
4780,Number of rows in the data,count_rows
4781,Which columns are in the dataset?,show_columns
4782,Display entries where quantity equals 989,filter_condition
4783,Order the results by price from smallest to largest,sort_ascending
4784,List by price from high to low,sort_descending
4785,Sum up the values in salary,aggregate_sum
4786,Calculate average of gender,aggregate_average
4787,How many records are there?,count_rows
4788,Which columns are in the dataset?,show_columns
4789,Show all rows where age is greater than 368,filter_condition
4790,Arrange the table based on score lowest first,sort_ascending
4791,Sort by name in descending order,sort_descending
4792,Get the total sum for city,aggregate_sum
4793,What is the average score?,aggregate_average
4794,Number of rows in the data,count_rows
4795,List all headers,show_columns
4796,Show all rows where age is greater than 486,filter_condition
4797,Arrange the table based on gender lowest first,sort_ascending
4798,Sort by age in descending order,sort_descending
4799,Sum up the values in price,aggregate_sum
4800,Show mean of salary,aggregate_average
4801,Count total entries,count_rows
4802,Which columns are in the dataset?,show_columns
4803,Display entries where score equals 236,filter_condition
4804,Order the results by city from smallest to largest,sort_ascending
4805,Arrange country in reverse order,sort_descending
4806,Get the total sum for status,aggregate_sum
4807,What is the average name?,aggregate_average
4808,Count total entries,count_rows
4809,List all headers,show_columns
4810,Display entries where age equals 500,filter_condition
4811,Sort the data by status in ascending order,sort_ascending
4812,List by gender from high to low,sort_descending
